date_time,temp,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume
2020-01-17 21:00:00,30.5,0.24,0.76,85,Mist,4641
2020-01-17 22:00:00,29.1,10.99,0.08,58,Snow,6240
2020-01-17 23:00:00,24.2,0.24,0.23,28,Snow,1195
2020-01-18 00:00:00,-4.6,1.55,0.44,31,Clouds,555
2020-01-18 01:00:00,0.6,1.06,0.62,53,Mist,2260
2020-01-18 02:00:00,2.8,3.14,0.77,83,Clear,3866
2020-01-18 03:00:00,-8.9,3.58,0.04,30,Rain,4628
2020-01-18 04:00:00,25.6,1.29,0.2,42,Mist,4426
2020-01-18 05:00:00,-8.9,2.84,0.18,40,Snow,2709
2020-01-18 06:00:00,-6.7,10.18,0.23,7,Snow,2381
2020-01-18 07:00:00,-17.1,1.72,0.35,42,Mist,6197
2020-01-18 08:00:00,19.8,2.35,0.4,99,Clouds,2717
2020-01-18 09:00:00,35.7,7.16,0.6,50,Clear,3780
2020-01-18 10:00:00,9.0,5.11,0.3,7,Rain,3859
2020-01-18 11:00:00,33.9,2.48,0.51,8,Clouds,6984
2020-01-18 12:00:00,30.5,5.03,0.24,77,Clear,1987
2020-01-18 13:00:00,27.7,2.94,0.27,45,Mist,171
2020-01-18 14:00:00,-9.9,2.16,0.24,32,Clouds,3011
2020-01-18 15:00:00,2.6,1.69,0.05,57,Rain,3055
2020-01-18 16:00:00,19.8,2.55,0.14,78,Clear,5305
2020-01-18 17:00:00,0.7,9.12,0.59,93,Mist,5392
2020-01-18 18:00:00,22.7,4.85,0.05,93,Clear,125
2020-01-18 19:00:00,-2.8,1.88,0.3,30,Rain,6836
2020-01-18 20:00:00,3.6,0.09,0.61,68,Mist,973
2020-01-18 21:00:00,23.9,0.6,0.23,82,Snow,2117
2020-01-18 22:00:00,-12.9,4.07,0.4,47,Snow,5634
2020-01-18 23:00:00,27.2,0.06,0.08,10,Clouds,6325
2020-01-19 00:00:00,22.8,2.68,0.37,73,Mist,3742
2020-01-19 01:00:00,7.0,3.6,0.12,99,Mist,2999
2020-01-19 02:00:00,6.3,0.17,0.77,32,Clouds,2519
2020-01-19 03:00:00,34.4,0.27,0.45,60,Clear,1016
2020-01-19 04:00:00,23.0,2.36,0.69,87,Clouds,3612
2020-01-19 05:00:00,17.2,6.53,0.12,14,Mist,3654
2020-01-19 06:00:00,31.9,2.76,0.43,28,Snow,3417
2020-01-19 07:00:00,-0.1,0.43,0.14,26,Clear,1677
2020-01-19 08:00:00,-2.8,7.97,0.56,19,Mist,2465
2020-01-19 09:00:00,-7.4,5.68,0.28,35,Rain,4942
2020-01-19 10:00:00,11.2,5.47,0.88,13,Snow,4225
2020-01-19 11:00:00,39.3,1.55,0.6,36,Snow,160
2020-01-19 12:00:00,35.7,9.99,0.14,99,Clouds,1927
2020-01-19 13:00:00,7.3,3.51,0.56,87,Mist,666
2020-01-19 14:00:00,-13.3,0.84,0.1,48,Mist,2407
2020-01-19 15:00:00,32.5,7.18,0.92,35,Clouds,2930
2020-01-19 16:00:00,35.4,1.26,0.05,57,Mist,6867
2020-01-19 17:00:00,-9.7,2.59,0.94,92,Mist,1322
2020-01-19 18:00:00,33.0,3.72,0.5,14,Snow,4291
2020-01-19 19:00:00,6.8,1.15,0.27,38,Clear,3780
2020-01-19 20:00:00,-19.3,2.06,0.16,4,Rain,1948
2020-01-19 21:00:00,36.6,4.58,0.28,96,Rain,6562
2020-01-19 22:00:00,-17.4,4.3,0.26,44,Clear,944
2020-01-19 23:00:00,-17.9,3.4,0.85,0,Rain,5539
2020-01-20 00:00:00,37.8,3.57,0.04,46,Clear,5364
2020-01-20 01:00:00,-7.1,3.33,0.67,33,Mist,3339
2020-01-20 02:00:00,13.3,4.12,0.07,7,Clouds,2889
2020-01-20 03:00:00,36.6,0.43,0.16,87,Mist,169
2020-01-20 04:00:00,36.4,1.66,0.86,53,Clouds,2654
2020-01-20 05:00:00,-9.6,2.8,0.01,86,Clear,1173
2020-01-20 06:00:00,10.8,4.29,0.37,99,Mist,5291
2020-01-20 07:00:00,-19.6,0.14,0.4,59,Clear,2905
2020-01-20 08:00:00,-14.6,11.96,0.11,76,Snow,6145
2020-01-20 09:00:00,36.9,1.03,0.4,36,Clear,1594
2020-01-20 10:00:00,4.9,2.64,0.89,45,Mist,1531
2020-01-20 11:00:00,-11.0,10.43,0.35,17,Clouds,4715
2020-01-20 12:00:00,17.9,5.67,0.23,9,Snow,4636
2020-01-20 13:00:00,-9.6,0.39,0.53,67,Mist,4137
2020-01-20 14:00:00,38.8,3.13,0.28,70,Mist,6012
2020-01-20 15:00:00,20.3,0.22,0.46,99,Mist,2053
2020-01-20 16:00:00,2.1,0.68,0.21,85,Snow,6524
2020-01-20 17:00:00,2.9,1.39,0.37,75,Mist,3189
2020-01-20 18:00:00,35.0,0.38,0.56,23,Clouds,1196
2020-01-20 19:00:00,33.7,5.86,0.09,46,Mist,2116
2020-01-20 20:00:00,37.0,3.47,0.45,36,Rain,5417
2020-01-20 21:00:00,7.2,0.31,0.68,71,Clear,3697
2020-01-20 22:00:00,31.0,7.13,0.59,83,Rain,5609
2020-01-20 23:00:00,9.1,3.86,0.1,42,Clouds,5685
2020-01-21 00:00:00,18.0,4.49,0.07,81,Clouds,6222
2020-01-21 01:00:00,10.4,6.96,0.13,24,Clear,1226
2020-01-21 02:00:00,16.5,5.52,0.05,86,Clouds,2365
2020-01-21 03:00:00,10.6,10.71,0.03,17,Clouds,1927
2020-01-21 04:00:00,-10.7,3.01,0.05,50,Mist,1159
2020-01-21 05:00:00,-13.5,3.95,0.26,45,Clear,1326
2020-01-21 06:00:00,36.5,3.55,0.32,74,Rain,757
2020-01-21 07:00:00,10.6,2.05,1.06,58,Mist,2162
2020-01-21 08:00:00,36.5,2.58,0.39,38,Mist,867
2020-01-21 09:00:00,21.1,2.77,0.28,77,Rain,3137
2020-01-21 10:00:00,-14.7,3.14,0.26,85,Clouds,6588
2020-01-21 11:00:00,-7.9,1.48,0.21,37,Snow,4467
2020-01-21 12:00:00,26.1,1.88,0.14,54,Snow,2223
2020-01-21 13:00:00,-9.3,0.14,0.38,78,Clouds,113
2020-01-21 14:00:00,-19.5,7.48,0.19,4,Mist,1817
2020-01-21 15:00:00,-13.3,2.14,0.18,4,Rain,157
2020-01-21 16:00:00,8.6,4.53,0.32,49,Snow,6960
2020-01-21 17:00:00,-10.2,4.98,0.03,41,Mist,1121
2020-01-21 18:00:00,-17.3,7.5,0.71,18,Snow,5450
2020-01-21 19:00:00,24.6,11.0,0.39,33,Rain,4679
