Date_Time,p_mbar,T_degC,rh_pct,wv_ms,wd_deg
2020-01-18 05:00:00,1014.2,10.5,52.1,2.45,180.4
2020-01-18 06:00:00,1037.3,10.3,75.1,0.9,41.5
2020-01-18 07:00:00,982.5,9.7,85.5,0.41,195.9
2020-01-18 08:00:00,1037.1,8.5,98.4,0.19,255.7
2020-01-18 09:00:00,989.5,8.7,83.3,3.36,34.0
2020-01-18 10:00:00,981.1,8.9,64.5,1.78,124.7
2020-01-18 11:00:00,1021.7,8.7,50.5,3.09,67.6
2020-01-18 12:00:00,998.1,8.5,94.9,2.96,351.2
2020-01-18 13:00:00,1029.6,8.5,67.4,0.13,114.6
2020-01-18 14:00:00,1012.9,9.3,78.2,4.1,248.6
2020-01-18 15:00:00,1022.4,9.0,63.1,0.72,330.6
2020-01-18 16:00:00,1028.3,8.6,46.9,0.54,310.7
2020-01-18 17:00:00,1044.9,8.8,68.3,0.27,141.8
2020-01-18 18:00:00,1037.6,9.0,88.8,3.09,111.9
2020-01-18 19:00:00,1014.7,9.1,56.8,1.42,291.3
2020-01-18 20:00:00,1010.7,9.1,76.8,1.54,73.9
2020-01-18 21:00:00,1025.8,9.0,33.0,1.55,258.2
2020-01-18 22:00:00,1031.3,8.6,95.6,1.43,300.7
2020-01-18 23:00:00,992.1,9.1,97.9,2.9,305.7
2020-01-19 00:00:00,982.3,9.7,57.0,0.98,3.2
2020-01-19 01:00:00,1011.8,9.6,64.9,2.36,180.0
2020-01-19 02:00:00,987.0,10.0,41.2,1.94,128.7
2020-01-19 03:00:00,999.1,10.1,43.7,1.74,352.4
2020-01-19 04:00:00,1020.9,9.6,72.1,2.12,195.9
2020-01-19 05:00:00,990.6,9.1,73.9,0.84,153.9
2020-01-19 06:00:00,982.0,9.3,53.9,0.83,88.0
2020-01-19 07:00:00,1018.8,9.7,56.2,1.35,304.4
2020-01-19 08:00:00,1012.6,9.8,65.4,2.52,115.0
2020-01-19 09:00:00,1001.4,9.9,95.8,2.02,297.6
2020-01-19 10:00:00,1012.8,9.6,40.5,2.31,321.0
2020-01-19 11:00:00,1027.8,9.3,68.6,0.57,20.9
2020-01-19 12:00:00,987.6,9.5,34.1,2.77,183.6
2020-01-19 13:00:00,997.9,9.5,62.1,2.51,151.3
2020-01-19 14:00:00,1035.6,9.5,57.8,0.75,141.5
2020-01-19 15:00:00,1026.9,9.8,41.5,3.81,133.7
2020-01-19 16:00:00,998.6,10.3,41.5,2.88,191.5
2020-01-19 17:00:00,1007.9,10.5,61.5,0.58,46.9
2020-01-19 18:00:00,988.4,10.2,38.9,2.94,313.7
2020-01-19 19:00:00,997.7,10.3,50.6,0.93,200.9
2020-01-19 20:00:00,1038.9,10.1,35.0,4.37,125.0
2020-01-19 21:00:00,1010.8,10.1,50.8,4.18,87.5
2020-01-19 22:00:00,1024.8,9.7,67.4,3.6,222.0
2020-01-19 23:00:00,991.2,10.1,82.1,1.23,283.2
2020-01-20 00:00:00,992.8,10.0,88.1,0.95,158.7
2020-01-20 01:00:00,1045.9,10.4,53.6,2.6,354.4
2020-01-20 02:00:00,1038.9,10.4,95.7,1.14,192.8
2020-01-20 03:00:00,1035.3,10.3,46.8,1.91,352.4
2020-01-20 04:00:00,1003.1,10.1,35.6,0.57,346.5
2020-01-20 05:00:00,1019.4,9.9,94.8,0.9,215.9
2020-01-20 06:00:00,1014.5,9.9,67.8,1.6,209.3
2020-01-20 07:00:00,1046.9,9.9,54.6,0.11,38.0
2020-01-20 08:00:00,996.8,10.2,92.9,2.0,334.5
2020-01-20 09:00:00,1046.3,9.9,84.3,0.86,289.2
2020-01-20 10:00:00,1029.5,10.0,88.3,0.59,180.2
2020-01-20 11:00:00,1009.0,10.4,50.5,4.0,110.3
2020-01-20 12:00:00,998.6,10.8,91.1,0.32,301.9
2020-01-20 13:00:00,1033.0,10.5,75.5,1.39,104.9
2020-01-20 14:00:00,1037.6,10.4,81.7,3.49,195.1
2020-01-20 15:00:00,1005.0,10.3,51.9,0.29,71.6
2020-01-20 16:00:00,992.0,10.0,47.2,0.41,289.6
2020-01-20 17:00:00,1014.5,10.2,58.6,2.42,271.0
2020-01-20 18:00:00,1012.8,9.9,70.3,0.54,105.0
2020-01-20 19:00:00,1030.8,10.5,76.6,0.58,42.2
2020-01-20 20:00:00,1048.1,10.6,64.9,2.22,63.7
2020-01-20 21:00:00,1017.2,10.5,78.9,1.02,221.9
2020-01-20 22:00:00,1031.2,11.1,79.6,4.23,54.0
2020-01-20 23:00:00,1004.5,10.7,76.6,0.04,115.2
2020-01-21 00:00:00,1022.0,10.5,47.6,0.62,302.1
2020-01-21 01:00:00,988.1,10.1,61.2,3.77,29.4
2020-01-21 02:00:00,1037.0,10.1,83.6,4.98,209.2
2020-01-21 03:00:00,1004.1,9.9,92.1,4.31,143.9
2020-01-21 04:00:00,985.6,9.5,65.1,1.49,43.3
2020-01-21 05:00:00,1049.3,9.2,99.1,2.46,183.4
2020-01-21 06:00:00,1043.1,9.3,42.2,2.48,186.0
2020-01-21 07:00:00,993.8,9.5,45.7,1.6,136.1
2020-01-21 08:00:00,1005.4,9.1,62.3,1.55,19.9
2020-01-21 09:00:00,1045.6,9.0,65.6,0.87,74.5
2020-01-21 10:00:00,1035.7,8.9,59.7,1.9,145.7
2020-01-21 11:00:00,1043.4,8.7,60.1,0.47,99.8
2020-01-21 12:00:00,1019.4,9.2,64.1,1.29,57.8
2020-01-21 13:00:00,997.0,9.2,52.4,0.55,175.3
2020-01-21 14:00:00,995.9,9.2,39.2,1.97,143.1
2020-01-21 15:00:00,1016.8,9.4,96.9,1.36,239.4
2020-01-21 16:00:00,1044.7,9.4,85.6,4.21,201.8
2020-01-21 17:00:00,1024.2,9.4,87.0,3.01,61.1
2020-01-21 18:00:00,982.4,9.7,55.5,1.69,247.6
2020-01-21 19:00:00,1019.2,9.5,58.3,2.74,167.5
2020-01-21 20:00:00,1022.6,9.4,95.5,0.91,40.8
2020-01-21 21:00:00,1020.7,9.1,98.1,1.19,6.6
2020-01-21 22:00:00,1028.4,9.5,96.0,4.17,225.5
2020-01-21 23:00:00,1000.5,9.7,75.0,3.81,222.7
2020-01-22 00:00:00,990.1,9.7,47.0,2.1,295.4
2020-01-22 01:00:00,1032.5,10.2,72.3,1.89,274.5
2020-01-22 02:00:00,993.7,9.8,71.2,1.84,315.9
2020-01-22 03:00:00,988.0,9.8,93.6,2.14,105.3
2020-01-22 04:00:00,1005.2,9.4,51.8,0.41,148.7
2020-01-22 05:00:00,1038.3,8.9,44.0,0.35,22.3
2020-01-22 06:00:00,985.7,9.3,48.6,0.03,148.1
2020-01-22 07:00:00,993.7,9.8,47.0,1.57,79.1
2020-01-22 08:00:00,1013.3,9.7,75.4,0.8,289.9
2020-01-22 09:00:00,1000.1,9.5,86.9,1.93,236.3
2020-01-22 10:00:00,1030.5,9.4,55.8,2.07,281.4
2020-01-22 11:00:00,1027.2,9.9,42.3,3.32,213.3
2020-01-22 12:00:00,1039.0,9.7,54.0,0.73,215.3
2020-01-22 13:00:00,994.3,10.2,68.3,1.05,84.7
2020-01-22 14:00:00,1025.4,10.2,76.5,0.89,241.1
2020-01-22 15:00:00,1034.2,10.1,68.5,0.71,51.8
2020-01-22 16:00:00,984.4,10.2,48.0,1.12,99.3
2020-01-22 17:00:00,982.6,10.7,94.3,0.29,64.8
2020-01-22 18:00:00,1019.1,10.8,60.6,1.44,341.8
2020-01-22 19:00:00,1021.1,10.7,62.1,2.34,323.3
2020-01-22 20:00:00,1007.5,10.9,97.7,0.25,314.9
2020-01-22 21:00:00,982.5,10.8,90.8,0.92,345.7
2020-01-22 22:00:00,1008.1,10.5,86.4,4.21,220.5
2020-01-22 23:00:00,1024.9,10.5,42.8,0.44,322.1
2020-01-23 00:00:00,1029.1,10.7,88.7,1.42,105.1
2020-01-23 01:00:00,1014.5,10.9,61.9,2.47,138.5
2020-01-23 02:00:00,1016.8,10.5,44.7,3.49,168.1
2020-01-23 03:00:00,1027.1,10.7,99.4,2.26,32.2
2020-01-23 04:00:00,1011.5,10.9,42.0,0.25,296.9
2020-01-23 05:00:00,998.4,10.9,94.5,0.4,42.9
2020-01-23 06:00:00,995.6,11.2,30.0,0.8,287.9
2020-01-23 07:00:00,1032.7,11.5,60.7,0.52,332.0
2020-01-23 08:00:00,1014.1,11.8,32.1,5.95,204.4
2020-01-23 09:00:00,1023.7,11.2,93.9,0.81,59.7
2020-01-23 10:00:00,1013.0,11.4,38.8,0.29,157.2
2020-01-23 11:00:00,1037.3,11.3,77.1,0.32,50.0
2020-01-23 12:00:00,1014.8,11.4,74.2,0.05,42.9
2020-01-23 13:00:00,1049.2,11.2,84.5,0.86,272.2
2020-01-23 14:00:00,997.0,11.4,82.3,1.76,141.5
2020-01-23 15:00:00,989.7,11.8,32.3,0.57,0.0
2020-01-23 16:00:00,1006.2,11.7,57.2,0.37,17.4
2020-01-23 17:00:00,1044.3,11.2,52.6,3.19,294.4
2020-01-23 18:00:00,1039.7,11.4,98.1,2.88,223.1
2020-01-23 19:00:00,997.3,11.4,84.2,4.53,304.0
2020-01-23 20:00:00,1022.0,10.9,79.6,0.69,98.5
2020-01-23 21:00:00,1021.2,10.9,61.0,1.17,113.2
2020-01-23 22:00:00,1000.5,11.1,92.4,4.35,222.1
2020-01-23 23:00:00,996.5,10.4,31.2,0.06,239.5
2020-01-24 00:00:00,1007.3,10.5,46.0,0.35,9.5
2020-01-24 01:00:00,1035.2,10.5,78.7,1.05,326.6
2020-01-24 02:00:00,993.4,10.6,65.6,2.17,287.7
2020-01-24 03:00:00,1011.2,10.5,67.4,1.02,47.5
2020-01-24 04:00:00,1013.7,10.6,59.1,1.64,3.7
2020-01-24 05:00:00,1045.7,10.5,41.7,0.55,276.9
2020-01-24 06:00:00,1001.2,10.4,41.6,1.71,325.0
2020-01-24 07:00:00,981.4,10.6,50.6,2.81,116.0
2020-01-24 08:00:00,1028.6,11.3,62.8,1.19,115.5
2020-01-24 09:00:00,1032.9,11.3,87.7,1.08,185.3
2020-01-24 10:00:00,1029.2,11.1,61.3,1.93,242.8
2020-01-24 11:00:00,1029.1,11.1,92.8,0.31,233.2
2020-01-24 12:00:00,1013.8,11.0,38.4,3.03,270.9
2020-01-24 13:00:00,981.3,10.8,49.0,0.41,41.0
2020-01-24 14:00:00,1031.1,10.7,34.9,3.32,187.1
2020-01-24 15:00:00,1045.6,10.4,65.7,3.55,182.3
2020-01-24 16:00:00,991.0,10.2,36.3,0.92,341.9
2020-01-24 17:00:00,984.8,10.2,85.7,0.18,330.6
2020-01-24 18:00:00,998.6,10.2,32.8,0.34,270.1
2020-01-24 19:00:00,1039.5,10.6,63.3,4.61,315.7
2020-01-24 20:00:00,987.4,9.9,59.4,1.66,268.4
2020-01-24 21:00:00,1030.1,9.9,44.2,1.69,259.4
2020-01-24 22:00:00,984.4,9.7,71.1,1.25,77.7
2020-01-24 23:00:00,982.3,9.4,57.0,0.42,222.2
2020-01-25 00:00:00,1042.4,9.1,43.9,2.18,329.8
2020-01-25 01:00:00,1033.9,8.6,87.9,4.32,270.1
2020-01-25 02:00:00,1021.9,8.5,76.2,4.52,217.7
2020-01-25 03:00:00,992.0,8.5,30.9,2.49,92.9
2020-01-25 04:00:00,999.5,8.1,65.1,0.86,244.3
2020-01-25 05:00:00,983.4,8.1,49.0,0.69,124.9
2020-01-25 06:00:00,1025.2,8.1,94.1,1.58,23.5
2020-01-25 07:00:00,1028.0,7.8,80.8,0.18,86.2
2020-01-25 08:00:00,1002.9,7.8,72.8,0.4,140.1
2020-01-25 09:00:00,1003.7,7.9,36.2,1.49,358.8
2020-01-25 10:00:00,1024.0,7.8,95.1,1.74,273.6
2020-01-25 11:00:00,1046.2,8.0,40.1,0.71,100.6
2020-01-25 12:00:00,1007.6,8.4,61.6,0.96,274.5
2020-01-25 13:00:00,1014.6,8.7,77.7,0.24,128.8
2020-01-25 14:00:00,1028.9,8.4,64.6,2.69,218.8
2020-01-25 15:00:00,1004.0,8.4,91.8,2.8,275.3
2020-01-25 16:00:00,1040.8,7.8,88.5,1.2,266.7
2020-01-25 17:00:00,1039.2,8.0,39.5,1.94,50.4
2020-01-25 18:00:00,1027.2,8.2,73.2,0.24,297.2
2020-01-25 19:00:00,1017.6,8.6,33.7,1.91,332.3
2020-01-25 20:00:00,1048.8,9.1,80.4,2.58,84.0
2020-01-25 21:00:00,1029.2,9.4,81.5,0.72,118.6
2020-01-25 22:00:00,1025.0,9.6,54.1,2.07,337.8
2020-01-25 23:00:00,1041.4,9.6,85.1,1.63,354.1
2020-01-26 00:00:00,1018.8,10.4,75.7,2.27,163.3
2020-01-26 01:00:00,997.0,10.5,65.3,1.07,12.4
2020-01-26 02:00:00,989.6,11.2,61.9,2.71,335.8
2020-01-26 03:00:00,1013.0,11.0,37.6,0.01,9.1
2020-01-26 04:00:00,1016.1,10.9,67.2,0.92,118.9
2020-01-26 05:00:00,1037.9,11.1,40.9,4.08,32.3
2020-01-26 06:00:00,989.8,10.2,75.9,0.63,184.2
2020-01-26 07:00:00,1027.7,10.2,71.6,0.56,13.5
2020-01-26 08:00:00,1001.3,10.5,50.3,0.19,81.1
2020-01-26 09:00:00,1045.7,10.4,47.3,1.58,165.2
2020-01-26 10:00:00,1012.9,10.4,63.3,1.27,26.7
2020-01-26 11:00:00,1023.6,9.9,65.9,2.29,173.0
2020-01-26 12:00:00,1025.5,9.8,85.9,0.92,95.4
2020-01-26 13:00:00,986.4,9.6,51.3,0.05,96.1
2020-01-26 14:00:00,1039.7,9.8,58.2,1.98,337.3
2020-01-26 15:00:00,991.5,10.0,54.0,1.11,248.5
2020-01-26 16:00:00,1007.8,9.8,57.6,1.52,334.6
2020-01-26 17:00:00,1027.1,9.5,69.7,0.53,207.2
2020-01-26 18:00:00,983.9,10.0,69.0,1.63,326.6
2020-01-26 19:00:00,1020.6,9.6,55.3,1.85,301.5
2020-01-26 20:00:00,1008.7,9.8,72.2,5.24,359.2
2020-01-26 21:00:00,984.5,9.8,73.1,0.01,181.1
2020-01-26 22:00:00,1030.8,10.2,66.9,0.62,250.6
2020-01-26 23:00:00,1015.1,10.2,61.7,1.26,57.8
2020-01-27 00:00:00,1001.2,10.1,35.5,1.23,338.2
2020-01-27 01:00:00,985.9,9.7,67.9,0.26,143.5
2020-01-27 02:00:00,1018.3,9.4,79.9,1.69,330.0
2020-01-27 03:00:00,1001.4,9.0,45.1,1.75,36.3
2020-01-27 04:00:00,1046.3,9.0,84.4,2.51,185.5
2020-01-27 05:00:00,1021.4,9.2,71.1,1.76,0.5
2020-01-27 06:00:00,1000.0,8.9,46.6,2.65,149.8
2020-01-27 07:00:00,1017.0,8.6,41.4,2.85,29.9
2020-01-27 08:00:00,1017.8,8.7,47.2,0.72,161.7
2020-01-27 09:00:00,1030.9,9.1,83.1,1.83,200.1
2020-01-27 10:00:00,1043.2,9.3,47.5,0.27,306.8
2020-01-27 11:00:00,1047.4,9.3,77.8,1.58,106.4
2020-01-27 12:00:00,1030.3,9.0,68.2,2.79,204.1
2020-01-27 13:00:00,1018.2,9.0,68.3,0.71,23.9
2020-01-27 14:00:00,995.7,9.3,89.7,3.71,328.9
2020-01-27 15:00:00,1008.2,9.5,91.2,1.72,162.6
2020-01-27 16:00:00,1014.2,9.5,67.6,1.81,90.9
2020-01-27 17:00:00,989.0,9.9,34.6,3.46,166.8
2020-01-27 18:00:00,997.9,10.3,41.3,0.14,173.3
2020-01-27 19:00:00,1048.9,10.6,96.4,1.69,267.6
2020-01-27 20:00:00,1033.0,10.0,39.4,0.63,350.8
2020-01-27 21:00:00,1013.7,10.3,88.5,1.58,67.0
2020-01-27 22:00:00,995.8,10.2,67.8,1.26,19.6
2020-01-27 23:00:00,1020.1,10.3,38.0,0.4,236.1
2020-01-28 00:00:00,996.2,10.2,94.4,0.9,318.4
2020-01-28 01:00:00,993.5,10.0,95.0,1.5,203.4
2020-01-28 02:00:00,986.6,9.3,73.1,1.12,28.8
2020-01-28 03:00:00,1004.2,9.3,57.2,1.16,151.8
2020-01-28 04:00:00,1017.9,9.0,72.5,0.55,235.7
2020-01-28 05:00:00,991.2,9.1,73.9,4.44,118.1
2020-01-28 06:00:00,994.0,9.0,73.5,1.53,304.2
2020-01-28 07:00:00,1007.4,9.3,81.3,1.6,80.9
2020-01-28 08:00:00,1014.3,9.9,34.7,4.31,131.2
2020-01-28 09:00:00,1033.4,9.8,37.2,0.69,329.9
2020-01-28 10:00:00,1019.7,9.7,49.8,2.76,206.5
2020-01-28 11:00:00,1023.2,9.4,54.5,2.21,2.2
2020-01-28 12:00:00,1028.7,9.6,74.7,2.26,87.8
2020-01-28 13:00:00,1011.6,9.4,42.0,1.43,271.2
2020-01-28 14:00:00,1004.0,9.4,67.9,0.75,18.7
2020-01-28 15:00:00,1036.0,9.1,43.0,2.1,357.5
2020-01-28 16:00:00,1038.0,9.1,54.9,1.41,323.2
2020-01-28 17:00:00,990.8,9.6,95.5,1.31,80.6
2020-01-28 18:00:00,1046.7,9.4,92.7,1.41,322.4
2020-01-28 19:00:00,1045.1,9.4,96.7,1.66,251.8
2020-01-28 20:00:00,1041.0,9.6,71.4,1.01,153.1
2020-01-28 21:00:00,1009.6,10.0,65.1,1.0,70.6
2020-01-28 22:00:00,1039.0,10.3,89.4,2.84,72.1
2020-01-28 23:00:00,1024.0,10.5,35.6,0.83,213.9
2020-01-29 00:00:00,994.4,10.6,98.5,2.44,149.8
2020-01-29 01:00:00,1034.2,11.5,62.4,0.28,214.3
2020-01-29 02:00:00,1008.4,11.7,77.3,4.08,118.9
2020-01-29 03:00:00,1000.5,11.8,81.0,2.66,82.8
2020-01-29 04:00:00,1041.5,12.2,74.0,1.79,301.2
2020-01-29 05:00:00,1040.4,12.3,92.4,0.91,331.2
2020-01-29 06:00:00,1040.5,13.1,50.2,0.79,253.9
2020-01-29 07:00:00,1040.2,12.9,67.3,2.98,58.2
2020-01-29 08:00:00,1018.8,12.9,60.1,3.08,33.2
2020-01-29 09:00:00,1023.2,12.5,79.3,1.31,194.1
2020-01-29 10:00:00,1046.4,12.5,57.7,0.15,198.1
2020-01-29 11:00:00,989.1,12.1,92.5,1.12,230.1
2020-01-29 12:00:00,1036.4,12.2,64.3,2.26,326.2
2020-01-29 13:00:00,1016.8,12.0,67.5,3.05,232.8
2020-01-29 14:00:00,1048.5,12.2,64.5,0.4,329.8
2020-01-29 15:00:00,1024.7,12.1,73.6,0.76,42.4
2020-01-29 16:00:00,991.4,12.3,65.7,1.01,255.3
2020-01-29 17:00:00,1037.1,12.2,95.6,0.65,333.9
2020-01-29 18:00:00,1027.1,12.6,39.2,4.77,166.6
2020-01-29 19:00:00,990.4,12.5,30.9,2.32,348.3
2020-01-29 20:00:00,980.6,12.4,66.5,1.14,198.9
2020-01-29 21:00:00,1018.1,11.9,83.5,2.01,339.5
2020-01-29 22:00:00,996.9,11.5,75.4,0.71,269.5
2020-01-29 23:00:00,1040.7,11.7,97.4,0.66,164.8
2020-01-30 00:00:00,997.6,11.3,42.8,1.35,12.3
2020-01-30 01:00:00,1026.4,11.6,78.6,3.98,236.7
2020-01-30 02:00:00,1004.2,11.4,87.1,3.96,91.5
2020-01-30 03:00:00,1004.5,11.4,93.8,1.42,103.9
2020-01-30 04:00:00,992.7,11.6,67.0,3.89,7.1
2020-01-30 05:00:00,1015.2,11.9,55.4,2.32,200.8
2020-01-30 06:00:00,1020.5,11.5,96.9,0.83,104.1
2020-01-30 07:00:00,1020.7,11.1,85.4,0.66,353.7
2020-01-30 08:00:00,1040.0,11.0,63.0,3.22,269.6
2020-01-30 09:00:00,1025.7,11.4,75.6,0.06,128.7
2020-01-30 10:00:00,1031.8,11.4,49.5,4.1,106.0
2020-01-30 11:00:00,1002.6,11.7,73.0,1.7,257.4
2020-01-30 12:00:00,1009.4,11.2,67.8,0.7,91.5
2020-01-30 13:00:00,981.3,11.1,32.7,2.26,161.3
2020-01-30 14:00:00,985.5,11.1,90.6,2.02,57.7
2020-01-30 15:00:00,1007.0,10.8,64.3,1.33,91.5
2020-01-30 16:00:00,994.7,10.4,63.6,5.14,35.4
2020-01-30 17:00:00,1036.9,10.2,49.8,0.95,153.8
2020-01-30 18:00:00,1027.4,10.1,43.7,1.28,333.6
2020-01-30 19:00:00,1047.9,9.7,50.4,1.31,36.3
2020-01-30 20:00:00,1042.1,10.1,75.5,0.39,157.4
2020-01-30 21:00:00,1048.4,10.1,36.8,0.93,107.4
2020-01-30 22:00:00,1005.6,10.2,53.3,3.11,130.7
2020-01-30 23:00:00,1013.9,10.3,98.5,3.06,277.7
2020-01-31 00:00:00,1006.1,10.8,49.0,0.57,156.6
2020-01-31 01:00:00,1047.5,11.4,97.7,1.3,234.1
2020-01-31 02:00:00,1008.2,11.3,37.3,0.78,350.0
2020-01-31 03:00:00,988.2,11.5,85.6,2.05,221.9
2020-01-31 04:00:00,997.5,11.4,60.8,2.69,121.5
2020-01-31 05:00:00,1009.7,11.6,43.6,2.25,143.2
2020-01-31 06:00:00,1022.2,12.1,85.1,5.18,250.5
2020-01-31 07:00:00,1023.3,12.1,30.5,0.98,250.0
2020-01-31 08:00:00,1033.1,12.4,54.3,1.54,132.5
2020-01-31 09:00:00,1025.4,12.3,72.3,1.85,260.8
2020-01-31 10:00:00,1014.4,12.6,46.2,0.72,198.2
2020-01-31 11:00:00,982.1,12.3,53.3,0.09,353.0
2020-01-31 12:00:00,1028.7,12.0,36.4,0.59,326.9
2020-01-31 13:00:00,986.0,12.2,89.7,1.59,296.6
2020-01-31 14:00:00,1012.8,12.5,59.6,1.27,12.4
2020-01-31 15:00:00,1042.7,12.7,40.2,2.76,137.0
2020-01-31 16:00:00,1021.8,13.1,43.9,1.43,206.4
2020-01-31 17:00:00,993.9,12.8,49.3,1.65,187.8
2020-01-31 18:00:00,1036.6,12.8,46.1,1.14,274.9
2020-01-31 19:00:00,1001.0,12.3,65.2,1.07,327.3
2020-01-31 20:00:00,1020.4,11.9,93.4,3.68,283.4
2020-01-31 21:00:00,1024.5,12.4,42.9,0.28,79.3
2020-01-31 22:00:00,1031.2,12.3,61.7,1.58,174.8
2020-01-31 23:00:00,984.5,12.8,76.5,1.01,141.7
2020-02-01 00:00:00,1039.8,12.9,42.9,0.78,275.8
2020-02-01 01:00:00,988.0,12.8,40.8,0.57,322.2
2020-02-01 02:00:00,986.6,12.7,40.9,1.39,103.3
2020-02-01 03:00:00,1012.0,13.0,91.7,1.49,176.0
2020-02-01 04:00:00,1006.1,13.0,79.8,0.34,263.5
2020-02-01 05:00:00,983.8,13.0,53.5,0.41,18.0
2020-02-01 06:00:00,991.6,13.1,93.2,1.22,346.7
2020-02-01 07:00:00,1010.7,12.7,96.7,0.34,288.0
2020-02-01 08:00:00,1038.0,12.7,57.9,2.24,195.4
2020-02-01 09:00:00,988.5,12.7,65.7,0.33,280.3
2020-02-01 10:00:00,987.3,12.9,55.1,3.79,301.1
2020-02-01 11:00:00,1036.3,13.2,45.9,2.16,177.8
2020-02-01 12:00:00,1014.5,13.1,84.6,3.11,158.4
2020-02-01 13:00:00,1005.2,13.2,75.4,3.11,301.6
2020-02-01 14:00:00,1012.3,12.8,55.7,0.86,309.5
2020-02-01 15:00:00,1008.8,13.4,31.0,1.18,44.5
2020-02-01 16:00:00,1034.7,13.9,83.5,0.88,326.8
2020-02-01 17:00:00,980.7,13.8,63.4,1.09,99.6
2020-02-01 18:00:00,1010.3,13.8,35.1,0.38,240.2
2020-02-01 19:00:00,991.1,13.2,38.7,2.3,255.4
2020-02-01 20:00:00,1001.6,13.4,74.0,1.54,100.7
2020-02-01 21:00:00,987.9,13.2,68.2,1.67,109.5
2020-02-01 22:00:00,1009.9,12.7,46.8,4.68,254.3
2020-02-01 23:00:00,1025.0,12.8,39.8,1.57,63.0
2020-02-02 00:00:00,1026.3,12.5,91.9,3.24,309.0
2020-02-02 01:00:00,1035.8,12.2,39.4,3.39,80.2
2020-02-02 02:00:00,1037.1,12.4,36.0,1.56,126.4
2020-02-02 03:00:00,1021.8,12.9,73.4,0.91,96.0
2020-02-02 04:00:00,1004.7,13.0,47.7,1.11,88.3
2020-02-02 05:00:00,983.6,13.4,76.0,0.13,352.4
2020-02-02 06:00:00,982.5,13.3,64.2,0.32,91.2
2020-02-02 07:00:00,987.9,13.4,44.8,1.79,208.2
2020-02-02 08:00:00,1048.9,13.5,34.9,1.19,268.3
2020-02-02 09:00:00,1035.0,13.7,34.9,1.0,15.1
2020-02-02 10:00:00,1008.3,13.4,71.0,1.44,317.4
2020-02-02 11:00:00,1012.6,12.6,83.1,2.66,55.0
2020-02-02 12:00:00,1031.6,13.1,78.3,0.77,211.7
2020-02-02 13:00:00,1016.0,13.0,71.5,1.29,230.8
2020-02-02 14:00:00,1005.2,12.4,44.8,2.08,226.6
2020-02-02 15:00:00,1004.5,12.4,90.3,1.84,264.0
2020-02-02 16:00:00,994.7,12.5,74.0,0.56,335.2
2020-02-02 17:00:00,1042.0,12.6,78.6,3.43,333.7
2020-02-02 18:00:00,1009.0,12.6,45.7,4.12,208.1
2020-02-02 19:00:00,1032.7,12.7,48.3,0.49,133.2
2020-02-02 20:00:00,1020.2,12.6,93.5,1.82,115.7
2020-02-02 21:00:00,1032.8,12.6,63.3,0.79,319.2
2020-02-02 22:00:00,1002.5,12.6,68.8,0.99,307.1
2020-02-02 23:00:00,1032.6,12.6,37.8,0.21,106.5
2020-02-03 00:00:00,1035.3,12.7,57.6,0.35,54.8
2020-02-03 01:00:00,987.3,12.9,92.1,4.73,310.0
2020-02-03 02:00:00,986.4,12.8,93.0,0.79,219.0
2020-02-03 03:00:00,1049.0,13.0,81.1,1.35,112.7
2020-02-03 04:00:00,988.3,13.1,68.2,0.04,219.8
2020-02-03 05:00:00,1027.9,13.5,95.2,0.16,23.8
2020-02-03 06:00:00,1032.3,13.5,91.0,1.36,68.4
2020-02-03 07:00:00,984.4,13.8,89.2,0.07,196.5
2020-02-03 08:00:00,1032.3,13.2,91.7,2.8,194.1
2020-02-03 09:00:00,1009.4,12.9,61.7,1.65,88.8
2020-02-03 10:00:00,999.2,13.2,66.8,2.43,353.6
2020-02-03 11:00:00,1026.6,13.3,59.7,2.34,148.5
2020-02-03 12:00:00,1038.3,13.0,81.8,4.17,255.1
2020-02-03 13:00:00,1020.1,13.0,71.4,3.49,93.0
2020-02-03 14:00:00,1040.9,13.4,34.9,2.16,152.8
2020-02-03 15:00:00,981.6,13.0,39.6,1.33,299.2
2020-02-03 16:00:00,1031.7,13.1,43.5,1.79,305.5
2020-02-03 17:00:00,991.9,13.7,76.9,1.78,48.7
2020-02-03 18:00:00,1000.0,13.5,37.7,1.71,127.7
2020-02-03 19:00:00,1020.1,13.2,67.9,1.43,73.1
2020-02-03 20:00:00,999.2,12.5,88.9,0.68,320.5
2020-02-03 21:00:00,991.8,12.4,96.3,1.38,271.4
2020-02-03 22:00:00,1042.0,12.6,60.0,3.76,202.8
2020-02-03 23:00:00,1043.5,12.5,67.3,2.82,234.0
2020-02-04 00:00:00,982.5,13.3,88.2,0.18,329.1
2020-02-04 01:00:00,1015.0,14.3,95.5,2.1,109.2
2020-02-04 02:00:00,994.3,14.8,57.3,0.63,4.9
2020-02-04 03:00:00,1040.4,14.6,54.7,0.21,9.5
2020-02-04 04:00:00,1012.4,14.7,61.6,1.84,16.8
2020-02-04 05:00:00,1013.5,14.5,47.8,1.8,46.3
2020-02-04 06:00:00,1023.9,14.3,90.2,2.22,205.5
2020-02-04 07:00:00,983.9,14.4,52.3,0.42,353.2
2020-02-04 08:00:00,988.9,14.1,61.5,1.29,151.2
2020-02-04 09:00:00,1014.9,13.6,52.4,0.76,256.5
2020-02-04 10:00:00,1047.7,13.1,38.3,0.73,285.2
